URL,Title,Rating,Total ratings,Type of restaurant,location,Opening Hours,Closing Hours,Image URL,dining service,Dining service2,Delivery service
https://www.google.com/maps/place/Thakali+shots+%28delicious+thakali+restaurant+%26bar%29/data=!4m7!3m6!1s0x39eb18fce6fd839d:0xca7a6a555dc0f247!8m2!3d27.7151707!4d85.3106227!16s%2Fg%2F11fzf5b8bk!19sChIJnYP95vwY6zkRR_LAXVVqeso?authuser=0&hl=en&rclk=1,Thakali shots (delicious thakali restaurant &bar),4,36,Restaurant,, Opens 9AM, Opens 2PM,https://lh5.googleusercontent.com/p/AF1QipNjnPfFQ8oIIVxyhIlbnJkYDdJv0cCp7Uw3OzkI=w80-h106-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Boddhi+Garden+Vegetarian+Restaurant/data=!4m7!3m6!1s0x39eb19442c308c3d:0xdd2688086dd2a664!8m2!3d27.7378766!4d85.3398941!16s%2Fg%2F11b6nyy9xn!19sChIJPYwwLEQZ6zkRZKbSbQiIJt0?authuser=0&hl=en&rclk=1,Boddhi Garden Vegetarian Restaurant,4.2,112,Vegan,, Opens 11AM, Closes 8PM,https://lh5.googleusercontent.com/p/AF1QipPFk8cbpLRjOOjMDPVBojxurVhPiJPaIRPzmo_M=w80-h106-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/KC%27s+Restaurant+%26+Bar/data=!4m7!3m6!1s0x39eb18fce3a058d9:0xc39bb4dcdf3df0e8!8m2!3d27.7148148!4d85.3107274!16s%2Fg%2F11gzld5nm!19sChIJ2Vig4_wY6zkR6PA939y0m8M?authuser=0&hl=en&rclk=1,KC's Restaurant & Bar,4.1,305,Fast Food,"Next, Paryatan Marg to", Opens 11AM, Closes 11PM,https://lh3.googleusercontent.com/gps-proxy/AFm_dcQ-u1NRZFVbpfwaMiJipH44S2to8DnLXQjcYM0t9lUzCDjPTbyaE33vjVu1DvFgBAVaN68pkHWcIpjSpO8GWTLBgxPxoNR3E7QgudfyRhzothdIjrNNGmIeXOuui3YzWZR0JZuzpe3n5a98RYCqADoJGm9f6C67uy1NUTaqDMi2tzk4Z0RqJG0gKHTTjoFJtuAU_g=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Nimto+Restaurant/data=!4m7!3m6!1s0x39eb190f281083b1:0x47819ca3c456d8a3!8m2!3d27.7180831!4d85.3097385!16s%2Fg%2F11nz0mwg4d!19sChIJsYMQKA8Z6zkRo9hWxKOcgUc?authuser=0&hl=en&rclk=1,Nimto Restaurant,4.2,22,Rice restaurant,P895+6VQ, Opens 9AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipOX1Oih-4MxpqAzNQB3otJ6GVwRRDxArO6H1fcI=w80-h177-k-no,Dine-in,Kerbside pickup,No-contact delivery
https://www.google.com/maps/place/Dalo+Restaurant/data=!4m7!3m6!1s0x39eb1901fd042341:0x28d8afc833cbc386!8m2!3d27.6961885!4d85.3280964!16s%2Fg%2F11mbp2nvrp!19sChIJQSME_QEZ6zkRhsPLM8iv2Cg?authuser=0&hl=en&rclk=1,Dalo Restaurant,4.6,132,Restaurant,Tanka Prasad Ghumti Sadak, Opens 10:30AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipMowV7i8NJfuQzCvdVhZute49tsym1UUH1hF6Av=w80-h106-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/RUMI%27s+Bistro/data=!4m7!3m6!1s0x39eb19c6a12f873f:0x4ca8f271e5ef4f4e!8m2!3d27.7392794!4d85.3488855!16s%2Fg%2F11h92pmsk3!19sChIJP4cvocYZ6zkRTk_v5XHyqEw?authuser=0&hl=en&rclk=1,RUMI's Bistro,4.2,348,Restaurant,"RUMI's Bistro, Golfutar Main Rd", Closes 2AM  , Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipMaYrQ0VR2wFncF16HPVIGJm0e0juFBACsb58KI=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Vino+Bistro/data=!4m7!3m6!1s0x39eb191b9c9c8ecd:0xa197c08f3d598dd3!8m2!3d27.720369!4d85.3195499!16s%2Fg%2F11btmctdsx!19sChIJzY6cnBsZ6zkR041ZPY_Al6E?authuser=0&hl=en&rclk=1,Vino Bistro,4.5,237,French,"Blue Note, Kumari Mai Marg", Opens 7AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipMgF4LFmH5DqFbnR4FMnnSUbVEplgk3J_FCjYwy=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Antee+Chhen/data=!4m7!3m6!1s0x39eb19f3ee4f0081:0xe009c1856f2fb61b!8m2!3d27.7087276!4d85.3121247!16s%2Fg%2F11nsnpzvqr!19sChIJgQBP7vMZ6zkRG7Yvb4XBCeA?authuser=0&hl=en&rclk=1,Antee Chhen,4.8,5,Traditional restaurant,, Opens 10AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipM3gl1_PrSag_RIAJN7XgbXW8pEx55MNZpO9eI8=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Basuri+Restaurant/data=!4m7!3m6!1s0x39eb19ba5695f287:0x91d236fe2538e159!8m2!3d27.7138014!4d85.2972005!16s%2Fg%2F11h7d7_lp7!19sChIJh_KVVroZ6zkRWeE4Jf420pE?authuser=0&hl=en&rclk=1,Basuri Restaurant,4.3,231,Fast Food,, Opens 8AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipP3h-8rTmDkFUm7xfS0pF2NF07LQquxOwPk-eqk=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Poorano+Durbar+Restaurant/data=!4m7!3m6!1s0x39eb19b538798587:0x40ceb3f0730c3c62!8m2!3d27.7174199!4d85.3114838!16s%2Fg%2F11ghnk35gm!19sChIJh4V5OLUZ6zkRYjwMc_CzzkA?authuser=0&hl=en&rclk=1,Poorano Durbar Restaurant,5,3,Nepalese,"P886+XH9, Thamel Marg", Opens 10AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipNqkImzaY2WXsQKgrclsAZcjhP3hoTsr5Xr3-br=w163-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/A+One+Natraj/data=!4m7!3m6!1s0x39eb1918328b3b23:0xca13e3610fa8406e!8m2!3d27.7279224!4d85.3240686!16s%2Fg%2F11b6g7qs8c!19sChIJIzuLMhgZ6zkRbkCoD2HjE8o?authuser=0&hl=en&rclk=1,A One Natraj,3.2,17,Fast Food,P8HF+5J8, Opens 10AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipPLat4YbFkH_ZzqhBwC4IhWztJ9xIbqoq3jOLP0=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Haopin+Hotpot/data=!4m7!3m6!1s0x39eb192fdfc364bb:0x75f9f7ec2b4e95ef!8m2!3d27.7159026!4d85.3253656!16s%2Fg%2F11j037qcs7!19sChIJu2TD3y8Z6zkR75VOK-z3-XU?authuser=0&hl=en&rclk=1,Haopin Hotpot,4.3,425,Sichuan,"Unnamed Road, Kathmandu 44600", Opens 9AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipOZT1gJZp67Sxomy3ApiRbMZ9TqgDh5bs_asb3A=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/ABBA+Garden+Restaurant/data=!4m7!3m6!1s0x39eb19067808e503:0x879872d6563aa978!8m2!3d27.7114717!4d85.308104!16s%2Fg%2F11gjnbgjbt!19sChIJA-UIeAYZ6zkReKk6VtZymIc?authuser=0&hl=en&rclk=1,ABBA Garden Restaurant,3.9,13,Fast Food,"P865+H6Q, Yapikhya Marg", Opens 10AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMB0iASk2rBxk_fNIXF_4U3Zfpk85t8MiVKw01i=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Hard+Rock+Cafe+Kathmandu/data=!4m7!3m6!1s0x39eb19ec4781998d:0x710f670655f829e6!8m2!3d27.710545!4d85.3178639!16s%2Fg%2F11fmbkjmtc!19sChIJjZmBR-wZ6zkR5in4VQZnD3E?authuser=0&hl=en&rclk=1,Hard Rock Cafe Kathmandu,4.4,611,American,"Sherpa Mall, Durbar Marg", Opens 8AM, Closes 12AM,https://lh5.googleusercontent.com/p/AF1QipPd-1g9a0VgSb-CCzhPcG_fCaOYRFiKq7EPwYfs=w122-h92-k-no,Dine-in,Takeaway,No delivery
https://www.google.com/maps/place/Restaurant+Sewa%2F%E0%A4%B0%E0%A5%87%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%81%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%9F+%E0%A4%B8%E0%A5%87%E0%A4%B5%E0%A4%BE/data=!4m7!3m6!1s0x39eb1902e2f80c03:0xab1b81d51c0f117e!8m2!3d27.72217!4d85.3475667!16s%2Fg%2F11fp0w_d2y!19sChIJAwz44gIZ6zkRfhEPHNWBG6s?authuser=0&hl=en&rclk=1,Restaurant Sewa/रेष्टुरेन्ट सेवा,3.8,73,Restaurant,"Nearest Gopikrishna Movies, Saraswatinagar Rd", Opens 11AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMaENTHClKtDTiTuxroOBJJEq6o1k1dgBl2YzFa=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/OPIUM+Restaurant/data=!4m7!3m6!1s0x39eb19015c3915fd:0x8006a1d322087e76!8m2!3d27.7106085!4d85.3176859!16s%2Fg%2F11gd1wk0hn!19sChIJ_RU5XAEZ6zkRdn4IItOhBoA?authuser=0&hl=en&rclk=1,OPIUM Restaurant,4,491,Grill,"Sherpa Mall, Durbarmarg,", Opens 8:30AM, Closes 10:30PM,https://lh5.googleusercontent.com/p/AF1QipNknQiwEtSOSL66dTr6T6cdN-7txG0MMTCAiYwM=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Masala+Cottage/data=!4m7!3m6!1s0x39eb1850a3d95ecb:0x6bb88183d244b1c2!8m2!3d27.6978323!4d85.3037197!16s%2Fg%2F11byyqycwv!19sChIJy17Zo1AY6zkRwrFE0oOBuGs?authuser=0&hl=en&rclk=1,Masala Cottage,3.5,184,Fast Food,"M8X3+4FQ, Kalimati Rd", Opens 11:30AM, Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipNLWy8MFhqfo6kt1NaHy39djXtLP5zKDK5nRopx=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Himalayan+Friendship+Restro+%26+Bar/data=!4m7!3m6!1s0x39eb190b8269dda7:0x35827e67608c3314!8m2!3d27.7135667!4d85.2974205!16s%2Fg%2F11j4dp3w5v!19sChIJp91pggsZ6zkRFDOMYGd-gjU?authuser=0&hl=en&rclk=1,Himalayan Friendship Restro & Bar,4.2,19,Restaurant,Swayambhu Marg, Opens 11AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipMymI5p_P6_frSChDkqZWZvNxG223FMtgEud_u1=w122-h92-k-no,Dine-in,Takeaway,Delivery
"https://www.google.com/maps/place/Piano+Piano,+Lazimpat,+Kathmandu/data=!4m7!3m6!1s0x39eb1947b9a0228d:0xa7ca9a6ca3e04521!8m2!3d27.7201877!4d85.3205714!16s%2Fg%2F11j1ck9spc!19sChIJjSKguUcZ6zkRIUXgo2yayqc?authuser=0&hl=en&rclk=1","Piano Piano, Lazimpat, Kathmandu",4.2,71,Restaurant,, Opens 11AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipNKmU9F7ClPDIM9clyuESy1xgM1xLrnYAMJQ1pL=w138-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Vela+The+Nepali+Kitchen/data=!4m7!3m6!1s0x39eb19136f4a3763:0x1f14bba564851a42!8m2!3d27.7125304!4d85.3175674!16s%2Fg%2F11j0s64s24!19sChIJYzdKbxMZ6zkRQhqFZKW7FB8?authuser=0&hl=en&rclk=1,Vela The Nepali Kitchen,3.5,11,Nepalese,Durbar Marg, Opens 11AM, Opens 11AM ,https://lh5.googleusercontent.com/p/AF1QipOxipntMR7OAUIwxMo6o8qBIL-wuDI5g4Na6q_j=w132-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Chyang+Chung+Restaurant/data=!4m7!3m6!1s0x39eb18fd1c216a9f:0xb0c5c7b227bf8b96!8m2!3d27.7150363!4d85.3112814!16s%2Fg%2F11b6gqg_0x!19sChIJn2ohHP0Y6zkRlou_J7LHxbA?authuser=0&hl=en&rclk=1,Chyang Chung Restaurant,3.8,16,Chinese,"P886+2G7, Thamel Marg", Opens 6AM,Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipOktn9XeCZcbld_XAPrd74CQ0XtKuZie5p_suO6=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Mandro+Thakali+Bhanchha+Ghar/data=!4m7!3m6!1s0x39eb19014f3a8587:0x6c1506c0ef89755c!8m2!3d27.710173!4d85.3182653!16s%2Fg%2F11b6glv64v!19sChIJh4U6TwEZ6zkRXHWJ78AGFWw?authuser=0&hl=en&rclk=1,Mandro Thakali Bhanchha Ghar,3.8,93,Rice restaurant,P869+386, Opens 9AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipNC01QnUTOL2aCkFYrb6N9Zrzct_5WcEP0Kk338=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Malabar+Groove/data=!4m7!3m6!1s0x39eb19b80fe31481:0x8769552814a4f134!8m2!3d27.7153015!4d85.3130578!16s%2Fg%2F11sbz2cnvn!19sChIJgRTjD7gZ6zkRNPGkFChVaYc?authuser=0&hl=en&rclk=1,Malabar Groove,4.4,32,Indian,"Chhaya Center, Amrit Marg", Opens 11AM Sat, Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipM4Pop5DuFzaARdYDUDIY1zuvH1-OcRJmBj_mnr=w122-h92-k-no,Dine-in,Takeaway,Delivery
