URL,Title,Rating,Total ratings,Type of restaurant,location,Opening Hours,Closing Hours,Image URL,dining service,Dining service2,Delivery service
https://www.google.com/maps/place/Kathmandu+Steak+House+Restaurant/data=!4m7!3m6!1s0x39eb18f81b06bf89:0x77c3fd812a054ca2!8m2!3d27.7135653!4d85.3103256!16s%2Fg%2F1hc11yqqy!19sChIJib8GG_gY6zkRokwFKoH9w3c?authuser=0&hl=en&rclk=1,Kathmandu Steak House Restaurant,4.5,802,Sports bar,Chaksibari Marg,Opens 8AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipM0-LyIemkJaAcu3tuaRTrpFXZhV0vhsGB4iCTt=w138-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/The+Best+Kathmandu+Kitchen/data=!4m7!3m6!1s0x39eb18fd2375e4cf:0x43157997b8246e38!8m2!3d27.715688!4d85.3115404!16s%2Fg%2F11b5yyxqhs!19sChIJz-R1I_0Y6zkROG4kuJd5FUM?authuser=0&hl=en&rclk=1,The Best Kathmandu Kitchen,4.4,354,Restaurant,"Thamel-26,Bhagawatisthan", Opens 10AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipO-JkgB-uRETgnW-Au7XI8PBcmlA6Sspr708eeX=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Sapporo+Japanese+Restaurant+Kathmandu/data=!4m7!3m6!1s0x39eb1915c359a2ab:0xac8c4c7d6ee2b6f2!8m2!3d27.727242!4d85.3299633!16s%2Fg%2F11d_70yhpm!19sChIJq6JZwxUZ6zkR8rbibn1MjKw?authuser=0&hl=en&rclk=1,Sapporo Japanese Restaurant Kathmandu,4.4,413,Authentic Japanese,Anamika Marg Baluwatar opposite Russian Embassy next to My Second Teacher Kathmandu, Opens 9AM, Closes 8:30PM,https://lh5.googleusercontent.com/p/AF1QipOu_gnM9_A24nGNieA_b5yHAQFCxcEgUWYPNkg2=w122-h92-k-no,Dine-in,Drive-through,No-contact delivery
https://www.google.com/maps/place/Yangling+Tibetan+Restaurant/data=!4m7!3m6!1s0x39eb18fcc6085943:0xabee5108aec7aefc!8m2!3d27.7159576!4d85.3071538!16s%2Fg%2F1thk_7_y!19sChIJQ1kIxvwY6zkR_K7HrghR7qs?authuser=0&hl=en&rclk=1,Yangling Tibetan Restaurant,4.5,"1,007",Tibetan,Kaldhara Marg, Opens 11AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipMRhmyebYdC6QCYIhl2YOmBtXR6b7OJMRdSFEc3=w137-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Kathmandu+Grill+Restaurant/data=!4m7!3m6!1s0x39eb18e2eb6a5285:0xca8ae8a5e738c601!8m2!3d27.7162317!4d85.3098124!16s%2Fg%2F11fzf9jvkv!19sChIJhVJq6-IY6zkRAcY456Xoiso?authuser=0&hl=en&rclk=1,Kathmandu Grill Restaurant,4.7,504,Grill,Chaksibari Marg, Opens 12PM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipO1CT1SWjCAzVf5lZI8apGy5S9ng18EMErmnLtb=w122-h92-k-no,Dine-in,Drive-through,Delivery
https://www.google.com/maps/place/Third+Eye+Restaurant-+Best+Indian+Restaurant/data=!4m7!3m6!1s0x39eb18fcf1043c2b:0xf80d0a9fe4bccee6!8m2!3d27.7144278!4d85.3101163!16s%2Fg%2F11btm2q144!19sChIJKzwE8fwY6zkR5s685J8KDfg?authuser=0&hl=en&rclk=1,Third Eye Restaurant- Best Indian Restaurant,4.4,"1,198",Indian,J.P. Road, Opens 7AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipOiyejxtizauaAUOULHBTVWOi_zQezBCFlzisqN=w138-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Forest+%26+Plate/data=!4m7!3m6!1s0x39eb18fce1f0addd:0x1140945457f367bb!8m2!3d27.7151457!4d85.3109602!16s%2Fg%2F11c6zw7y7h!19sChIJ3a3w4fwY6zkRu2fzV1SUQBE?authuser=0&hl=en&rclk=1,Forest & Plate,4.7,608,Restaurant,Mandala Street, Opens 11AM, Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipMSrrw-1DhPUmpnnovLVqBJpv5zkMHaqGn0Coae=w163-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Nepalaya+Rooftop+Restaurant/data=!4m7!3m6!1s0x39eb1928b963e0d1:0xecbfbd14d4d2bc16!8m2!3d27.7119973!4d85.3113102!16s%2Fg%2F11j4w9s6x3!19sChIJ0eBjuSgZ6zkRFrzS1BS9v-w?authuser=0&hl=en&rclk=1,Nepalaya Rooftop Restaurant,4.7,492,Nepalese,"Inside Hotel Nepalaya, Thamel, Kwabahal-17", Opens 11AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipP_vna4_p154VptORbqEsjxSB9lHEUrmmHaLr_r=w138-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/OR2K/data=!4m7!3m6!1s0x39eb18fce2fbafef:0xb6e9822f398bdb21!8m2!3d27.7147897!4d85.3109884!16s%2Fg%2F1td7g44q!19sChIJ76_74vwY6zkRIduLOS-C6bY?authuser=0&hl=en&rclk=1,OR2K,4.3,"2,151",Organic,Mandala Street, Opens 6:30AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipOY9VPjvhg9qNtupkf4Zhgo4td0GIVSHKewmjBp=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Places+Restaurant+and+Bar/data=!4m7!3m6!1s0x39eb18fcb901a9f3:0x6a3474739ee7d9ff!8m2!3d27.7156042!4d85.3104157!16s%2Fg%2F11b61rjfzm!19sChIJ86kBufwY6zkR_9nnnnN0NGo?authuser=0&hl=en&rclk=1,Places Restaurant and Bar,4.4,528,Vegetarian,Chaksibari Marg, Opens 9AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipOHRlTBdLkpdWog85f-Q47rLRAYeyO-w985xu-w=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/THAMEL+HOUSE+RESTAURANT/data=!4m7!3m6!1s0x39eb18e2cce54d2f:0xb4bb919dc16ae274!8m2!3d27.716975!4d85.3118819!16s%2Fg%2F11c0qgyqtt!19sChIJL03lzOIY6zkRdOJqwZ2Ru7Q?authuser=0&hl=en&rclk=1,THAMEL HOUSE RESTAURANT,4.1,335,Nepalese,Thamel Marg 1, Opens 8AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipNt7Ekrb88C_jB2I2CGbWNUepJQUxcYDd-pcCqk=w163-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Thamel+Doner+Kebab/data=!4m7!3m6!1s0x39eb18e33066c6f1:0x6eebff496238d965!8m2!3d27.7174357!4d85.3102058!16s%2Fg%2F11g5_f38nt!19sChIJ8cZmMOMY6zkRZdk4Ykn_624?authuser=0&hl=en&rclk=1,Thamel Doner Kebab,4.6,809,Restaurant,"Near kathmandu grand hotel, Chaksibari Marg", Opens 7:30AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipPaVeR4NIa4xtSn2IapL_GWwGGGHdiEooelFof9=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/The+Chimney+Restaurant/data=!4m7!3m6!1s0x39eb1904179f8e29:0xc54ed3193e7ee496!8m2!3d27.7113194!4d85.3200713!16s%2Fg%2F11b6ryv9q2!19sChIJKY6fFwQZ6zkRluR-PhnTTsU?authuser=0&hl=en&rclk=1,The Chimney Restaurant,4.3,261,Fine Dining,"Hotel Yak & Yeti, Durbar Marg", Opens 12PM, Closes 10:30PM,https://lh5.googleusercontent.com/p/AF1QipPilUHcbVmEiQmHs8OqfZEP_Ek78HoyfKZaXM9G=w137-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Kathmandu+Kitchen/data=!4m7!3m6!1s0x39eb19010963716d:0xb6ae803ac1a53df8!8m2!3d27.709277!4d85.3153341!16s%2Fg%2F11btm395vd!19sChIJbXFjCQEZ6zkR-D2lwTqArrY?authuser=0&hl=en&rclk=1,Kathmandu Kitchen,4,32,Fast Food,, Opens 12PM, Closes 9:30PM,https://lh3.googleusercontent.com/gps-proxy/AFm_dcTYuTEDT7gkRtl6J8CTAX22Z9TcGjpBp-AzAEISVhepm7qfplec0O6BiokIjZw5WWIcKNAkcztNmUGv6ptbDcXO2BMBOqMSl3G-S8xyzynTro9oNb9MS7QUGOg3oc8-hTzpKQ8Rd8HDC9KC7KIFfsqPkTD295ehY0dKRAItGd3KKKLVXfjxRzZ89mb0CKvS-fzXjQ=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Krishnarpan+Nepali+Restaurant/data=!4m7!3m6!1s0x39eb199d7351fe9b:0x8cf7ccd1a20a47ca!8m2!3d27.7047232!4d85.3424111!16s%2Fg%2F11csqqr99t!19sChIJm_5Rc50Z6zkRykcKotHM94w?authuser=0&hl=en&rclk=1,Krishnarpan Nepali Restaurant,4.6,242,Nepalese,"P83R+VXM, Battisputali Rd", Opens 9AM, Opens 6PM,https://lh5.googleusercontent.com/p/AF1QipOOsMdlTaFDCBjuVrB9LD_Cdf_ZPyppS9qs7qwL=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Paleti+Bhanchha+Ghar/data=!4m7!3m6!1s0x39eb18fc3dfab405:0xf2a8358d39762443!8m2!3d27.71208!4d85.310173!16s%2Fg%2F11g8z_tg7t!19sChIJBbT6PfwY6zkRQyR2OY01qPI?authuser=0&hl=en&rclk=1,Paleti Bhanchha Ghar,4.4,214,Nepalese,J P Marg, Opens 6PM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipNx0vkYcVDwhx4XRc6f2G01jqhX-_r4GPKU0LBW=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Dechenling+Garden+Restaurant/data=!4m7!3m6!1s0x39eb19029cab6f6b:0x99ae03ed89abd859!8m2!3d27.7147224!4d85.3139532!16s%2Fg%2F1xtd__03!19sChIJa2-rnAIZ6zkRWdirie0Drpk?authuser=0&hl=en&rclk=1,Dechenling Garden Restaurant,4.2,525,Tibetan,Keshar Mahal Marg, Opens 10AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipPuFIX4J06mwdUQlGrx-mFnAJVom9Pdp4O6VpxT=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/K-Too!+Steakhouse+%26+Restaurant/data=!4m7!3m6!1s0x39eb18fcfd51fba3:0x3a035adf92bf3045!8m2!3d27.714684!4d85.3108649!16s%2Fg%2F11b6j39mj6!19sChIJo_tR_fwY6zkRRTC_kt9aAzo?authuser=0&hl=en&rclk=1,K-Too! Steakhouse & Restaurant,4.1,204,Western,Paryatan Marg, Opens 10AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipPBEqDwXrHHgVn5frojVfm9rbYVUeuMo1EM3C11=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/KARNALI+ORGANIC+THALI+By+SPIZE/data=!4m7!3m6!1s0x39eb18fd286e0df9:0x87fe5006f0e263ad!8m2!3d27.7161145!4d85.3111855!16s%2Fg%2F11dymw7020!19sChIJ-Q1uKP0Y6zkRrWPi8AZQ_oc?authuser=0&hl=en&rclk=1,KARNALI ORGANIC THALI By SPIZE,4.4,260,Restaurant,Bhagabati Marg, Opens 10AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipNxYfmAYvindPLigL41rlxzWo4UYaNvW_vdUkwb=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/The+Old+House/data=!4m7!3m6!1s0x39eb19015f2cf973:0x17ebcc1779b10452!8m2!3d27.7109632!4d85.3178256!16s%2Fg%2F11b6gflmbb!19sChIJc_ksXwEZ6zkRUgSxeRfM6xc?authuser=0&hl=en&rclk=1,The Old House,4.2,577,Restaurant,Durbar Marg, Opens 8AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipMnuvD1yyu-_0bdEOtvGaW9cj08RG4gLr4DogmE=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Le+Sherpa+Restaurant/data=!4m7!3m6!1s0x39eb191780acf2a5:0xbba21002062d13d9!8m2!3d27.7314672!4d85.3277352!16s%2Fg%2F11b6gc5dgg!19sChIJpfKsgBcZ6zkR2RMtBgIQors?authuser=0&hl=en&rclk=1,Le Sherpa Restaurant,4.3,"1,040",Fine Dining,Le Sherpa Farmers Market (Opposite of President's House, Opens 8AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMo8--lxRy05v2YNBbZ5y5zmeBhmxQvSq5iSnk8=w138-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Royal+Garden/data=!4m7!3m6!1s0x39eb19546113d315:0xd26cd49ea5fddfa3!8m2!3d27.7150855!4d85.3141847!16s%2Fg%2F11j0b49yc_!19sChIJFdMTYVQZ6zkRo9_9pZ7UbNI?authuser=0&hl=en&rclk=1,Royal Garden,4.4,7,Rice restaurant,"P887+2MM, Keshar Mahal Marg", Opens 7AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipP9wDb6FENDxprki1K7mBmrLRs9Zmp4Sp5ONviF=w87-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Ace+Lounge+Restaurant+%26+Bar/data=!4m7!3m6!1s0x39eb18e2b692c045:0xe9311f99e8fbcf4a!8m2!3d27.7170651!4d85.313!16s%2Fg%2F11b6cvkb5l!19sChIJRcCStuIY6zkRSs_76JkfMek?authuser=0&hl=en&rclk=1,Ace Lounge Restaurant & Bar,4.2,238,Restaurant,"P887+W2W,  Gaa Hiti Rd", Opens 8AM, Closes 11:59PM,https://lh5.googleusercontent.com/p/AF1QipPhUiWgYG_7b9mtD2GABhn81NNme8nSK9oLPsKE=w92-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Gaia+Restaurant+%26+Coffee+Shop/data=!4m7!3m6!1s0x39eb18fd9a95c763:0x106bfc1dbd8cea66!8m2!3d27.7132225!4d85.3128918!16s%2Fg%2F1hc1s1f5v!19sChIJY8eVmv0Y6zkRZuqMvR38axA?authuser=0&hl=en&rclk=1,Gaia Restaurant & Coffee Shop,4.4,914,Restaurant,, Opens 11AM, Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipP_uGEYe19JrHjsbFha3RR0k4nK7F5X9Mx6gBHq=w122-h92-k-no,Dine-in,Takeaway,No delivery
https://www.google.com/maps/place/Black+Water+Restro+%26+Bar/data=!4m7!3m6!1s0x39eb18fcc058f90d:0x6627293592f4a461!8m2!3d27.7152178!4d85.309983!16s%2Fg%2F11b67gqmlh!19sChIJDflYwPwY6zkRYaT0kjUpJ2Y?authuser=0&hl=en&rclk=1,Black Water Restro & Bar,4.3,76,Restaurant,J.P.Road, Opens 8AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipPvWvnLP49MReuCkddU9v9ro3sj4jY2ahdYp9Yb=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Yin+Yang+Restaurant/data=!4m7!3m6!1s0x39eb18fcf12f5a27:0xe19bc973d54c70be!8m2!3d27.7145392!4d85.310165!16s%2Fg%2F11h0llclf!19sChIJJ1ov8fwY6zkRvnBM1XPJm-E?authuser=0&hl=en&rclk=1,Yin Yang Restaurant,4.2,471,Thai,J.P. Road, Opens 6:30AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMwAbIJtTQFXbWiJ39I3i_vIk_fd9hbfetP6xmo=w137-h92-k-no,Dine-in,Drive-through,Delivery
https://www.google.com/maps/place/Florid+Garden+Restaurant/data=!4m7!3m6!1s0x39eb18fcca7c7737:0x6480201930524b61!8m2!3d27.7167234!4d85.3094913!16s%2Fg%2F11c0pqlnn8!19sChIJN3d8yvwY6zkRYUtSMBkggGQ?authuser=0&hl=en&rclk=1,Florid Garden Restaurant,4.2,57,Grill,Z Street, Opens 8AM, Closes 10:30PM,https://lh5.googleusercontent.com/p/AF1QipMob_HfmPIbfHDyoqjYT0u2B5t5FbYZUxL9BYxZ=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Little+Buddha+Restaurant/data=!4m7!3m6!1s0x39eb18fdab1c9431:0x9654d251bc67adf5!8m2!3d27.7142291!4d85.3112428!16s%2Fg%2F11gd7srlrn!19sChIJMZQcq_0Y6zkR9a1nvFHSVJY?authuser=0&hl=en&rclk=1,Little Buddha Restaurant,4.3,374,Restaurant,Narsingh Chowk Marg,Opens 7AM, Closes 1:30AM,https://lh5.googleusercontent.com/p/AF1QipMJ9Q3gKaVn1xoZLo7kcfxPZkA1CFzcMs-UH5aW=w204-h92-k-no,Dine-in,Drive-through,No-contact delivery
https://www.google.com/maps/place/Blueberry+Kitchen/data=!4m7!3m6!1s0x39eb18fc9e3ef91b:0x33102912ae3f0f5d!8m2!3d27.7126597!4d85.3089159!16s%2Fg%2F11c4627mvm!19sChIJG_k-nvwY6zkRXQ8_rhIpEDM?authuser=0&hl=en&rclk=1,Blueberry Kitchen,4.5,928,Restaurant,Paknajol Marg, Opens 9:30AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipO9VCEdfNVRJYfKuF8EBOxMf6xfKpVLdilTVS-a=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Bhojan+Griha/data=!4m7!3m6!1s0x39eb19083ca442b5:0x13f92922db3882dd!8m2!3d27.7064375!4d85.3254375!16s%2Fg%2F11rvsxv6q!19sChIJtUKkPAgZ6zkR3YI42yIp-RM?authuser=0&hl=en&rclk=1,Bhojan Griha,4.2,466,Restaurant,Dillibazar Height Marg, Opens 7AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipNHrsvGrhOwdOZLcTP94jKsPHgKS6nEvnHjY-jc=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Villa+72+Restaurant/data=!4m7!3m6!1s0x39eb19fc3a30bc37:0x3d568129a08dd1ba!8m2!3d27.7181956!4d85.3210671!16s%2Fg%2F11j489r9gk!19sChIJN7wwOvwZ6zkRutGNoCmBVj0?authuser=0&hl=en&rclk=1,Villa 72 Restaurant,4.2,134,Continental restaurant,, Opens 10AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipNvLyd-RM5fIijTY_YkbL2E6c7FNTEkq3mShQNY=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/French+Creperie/data=!4m7!3m6!1s0x39eb1981dfb50ac1:0x20d624f9e7a6d179!8m2!3d27.713804!4d85.3117702!16s%2Fg%2F11h_489zhp!19sChIJwQq134EZ6zkRedGm5_kk1iA?authuser=0&hl=en&rclk=1,French Creperie,4.6,524,French,Chibahal Marg 26, Opens 10AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipNDtGkAeqOwzq0yapaO0utne0nn0G_1Ou8Cry3c=w138-h92-k-no,Dine-in,Takeaway,No-contact delivery
"https://www.google.com/maps/place/Bhojan+Unlimited+Restaurant+%26+Bar,+Kapan,+Kathmandu/data=!4m7!3m6!1s0x39eb198b977fe833:0x3b7c7e366eb7f750!8m2!3d27.739644!4d85.3534786!16s%2Fg%2F11pwvrq3y6!19sChIJM-h_l4sZ6zkRUPe3bjZ-fDs?authuser=0&hl=en&rclk=1","Bhojan Unlimited Restaurant & Bar, Kapan, Kathmandu",4.6,"1,044",Indian,Jyoti Nagar Rd 10, Opens 9AM, Closes 10:30PM,https://lh5.googleusercontent.com/p/AF1QipO5D0uxcHWJASx4qV3uaCpa2eOUboUwUytOc0iJ=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Mughal+Empire+Thamel/data=!4m7!3m6!1s0x39eb19e5f1c21b87:0x51fc0e017cee805a!8m2!3d27.7145568!4d85.3111599!16s%2Fg%2F11j4svjp6r!19sChIJhxvC8eUZ6zkRWoDufAEO_FE?authuser=0&hl=en&rclk=1,Mughal Empire Thamel,4,131,Mughlai,"Thamel , Nursing Chowk", Opens 12PM, Opens 3PM,https://lh5.googleusercontent.com/p/AF1QipNqcClUsY7IsULuhAbi_etOkjRRgs2WtNOaVuPL=w138-h92-k-no,Dine-in,Kerbside pickup,No-contact delivery
https://www.google.com/maps/place/Krua+Thai+Restaurant/data=!4m7!3m6!1s0x39eb18fcd4882b65:0xb20e0d5ea9493f44!8m2!3d27.7163384!4d85.3310505!16s%2Fg%2F12hy8h59f!19sChIJZSuI1PwY6zkRRD9JqV4NDrI?authuser=0&hl=en&rclk=1,Krua Thai Restaurant,4.2,551,Thai,Tangal Marg,Opens 7AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipOCsKjA7EZC8GdcXaGt-n9Np8s0i4MpjbXQgSNB=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Roadhouse+Cafe/data=!4m7!3m6!1s0x39eb18fcf090a315:0x4ecba2d034b5135b!8m2!3d27.7143996!4d85.3103329!16s%2Fg%2F1tjgm_wj!19sChIJFaOQ8PwY6zkRWxO1NNCiy04?authuser=0&hl=en&rclk=1,Roadhouse Cafe,4.3,"1,887",Pizza,Chaksibari Road, Opens 10:30AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipM_2pq-H-Za9l39tZznKl4tgZfc1giP4vzfIubr=w137-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Newa+MoMo+Restaurant/data=!4m7!3m6!1s0x39eb18fdca27fe2d:0x78c12d982ccccabd!8m2!3d27.7121887!4d85.3115357!16s%2Fg%2F1hm2y7g6y!19sChIJLf4nyv0Y6zkRvcrMLJgtwXg?authuser=0&hl=en&rclk=1,Newa MoMo Restaurant,4.6,434,Momo restaurant,"Kwabahal, Thamel Marg 38", Opens 8AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipMvgtFB33itNkXwUjs_oV-4F_9JfN4aidnNmiAl=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Calm+Restro+%26+Bar/data=!4m7!3m6!1s0x39eb190d8474b0eb:0x664f90f3a0aac063!8m2!3d27.7170025!4d85.3312904!16s%2Fg%2F11c5ch08g4!19sChIJ67B0hA0Z6zkRY8CqoPOQT2Y?authuser=0&hl=en&rclk=1,Calm Restro & Bar,4.1,987,Grill,Tangal Marg 1, Opens 12PM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMka2I836YSqaq0iagTO88ADom7vJE-1j2o3EcC=w189-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/La+Thamel+Brasserie+Restaurant/data=!4m7!3m6!1s0x39eb18fcb554712f:0x5d3423178671bcff!8m2!3d27.71674!4d85.309632!16s%2Fg%2F11bzzxklcp!19sChIJL3FUtfwY6zkR_7xxhhcjNF0?authuser=0&hl=en&rclk=1,La Thamel Brasserie Restaurant,4.4,64,Nepalese,Z Street, Opens 10AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipNtTBCbSq0jujzRy13RmK8wQQ9os5WPa2YkKZZS=w157-h92-k-no,Dine-in,Drive-through,Delivery
https://www.google.com/maps/place/Vootoo+Food+Boutique/data=!4m7!3m6!1s0x39eb191cbee22499:0x935f6d0943f97f68!8m2!3d27.7161039!4d85.3130879!16s%2Fg%2F1tgvc0m0!19sChIJmSTivhwZ6zkRaH_5QwltX5M?authuser=0&hl=en&rclk=1,Vootoo Food Boutique,4,176,Nepalese,Bagawan Bahal Marg, Opens 7AM, Closes 10PM,https://lh5.googleusercontent.com/p/AF1QipMuSQTj2eblcyyY4rE1ZigDzMdKJRfOhPiZa7sH=w163-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Smoking+Yak+Kathmandu/data=!4m7!3m6!1s0x39eb19cd8cb315bf:0x8b465a9837b9cbd2!8m2!3d27.7138971!4d85.3103778!16s%2Fg%2F11ns_gql06!19sChIJvxWzjM0Z6zkR0su5N5haRos?authuser=0&hl=en&rclk=1,Smoking Yak Kathmandu,4.3,145,Restaurant,"JP Road, Chaksibari", Opens 10AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipOwD_Lr5UfQFKL24661tHxL3L6PjoF8uocdR0To=w138-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Grill+Oregano+Restaurant/data=!4m7!3m6!1s0x39eb18e34b4617fd:0xc9112352928cce83!8m2!3d27.7168058!4d85.3094867!16s%2Fg%2F11c1xnwvkp!19sChIJ_RdGS-MY6zkRg86MklIjEck?authuser=0&hl=en&rclk=1,Grill Oregano Restaurant,4.4,86,Restaurant,Z Street, Opens 9AM, Closes 11PM,https://lh5.googleusercontent.com/p/AF1QipMm24s4YxgN4OhrFIzA9o7hjL2jN6l4hv-RIvYW=w138-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/GILINGCHE+%E0%A4%97%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%BF%E0%A4%A8%E0%A5%8D%E0%A4%9A%E0%A5%87/data=!4m7!3m6!1s0x39eb18fd1c4ff3cd:0x8f39e20ce05cf84e!8m2!3d27.7152677!4d85.3112898!16s%2Fg%2F11b6grs8j9!19sChIJzfNPHP0Y6zkRTvhc4AziOY8?authuser=0&hl=en&rclk=1,GILINGCHE ग्यालिन्चे,4.2,340,Tibetan,Thamel Marg, Opens 7AM, Closes 9PM,https://lh5.googleusercontent.com/p/AF1QipMGlFA-FsFXb9QrHw96qkUdMaIYmabcxTbo7_UG=w122-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Marcopolo+Restaurant/data=!4m7!3m6!1s0x39eb1962b8075ec9:0x3bca112cd70e43df!8m2!3d27.7153959!4d85.3131515!16s%2Fg%2F11fk8zldkz!19sChIJyV4HuGIZ6zkR30MO1ywRyjs?authuser=0&hl=en&rclk=1,Marcopolo Restaurant,4.6,392,Restaurant,"1st Floor, Chhaya Center", Opens 6:30AM, Closes 8PM,https://lh5.googleusercontent.com/p/AF1QipN7HmF_XxWFVG46F222xFtyOHuaxF6aPjx5WuLY=w122-h92-k-no,Dine-in,Takeaway,Delivery
https://www.google.com/maps/place/Shuimter+Korean+Restaurant/data=!4m7!3m6!1s0x39eb198756cdd301:0x3b1def811c718c8a!8m2!3d27.7131964!4d85.3108335!16s%2Fg%2F11fnp_81qc!19sChIJAdPNVocZ6zkRioxxHIHvHTs?authuser=0&hl=en&rclk=1,Shuimter Korean Restaurant,4.7,62,Korean beef restaurant,"327/32, Thamel Marg 29", Opens 11AM, Closes 9:30PM,https://lh5.googleusercontent.com/p/AF1QipNqs8ut19NjRSdpX6lIr42z26tvX9sxj4OEnPrY=w163-h92-k-no,Dine-in,Takeaway,No-contact delivery
https://www.google.com/maps/place/Fren%27s+Kitchen/data=!4m7!3m6!1s0x39eb18fde68320c9:0xf6699835a57c706!8m2!3d27.7115325!4d85.3126436!16s%2Fg%2F11cn999rnw!19sChIJySCD5v0Y6zkRBsdXWoOZZg8?authuser=0&hl=en&rclk=1,Fren's Kitchen,4.3,217,Restaurant,, Opens 9AM, Closes 3AM,https://lh5.googleusercontent.com/p/AF1QipNUgRT-wRzu1682M6B_KOdIOSRp29QmrC-WFby-=w163-h92-k-no,Dine-in,Takeaway,Delivery
